Status,Customer,Company,Street,City,Country,Source,Match Type
No Match,,"Moon Nails im Kaufland","Kurze-Geismar-Straße 28","Göttingen",,german_txt,
No Match,,"Paketshop Dreiländereck","Holzmattenweg 2","Weil am Rhein",,german_txt,
No Match,,"Beauty Nails Club (Nagelstudio)","Epplestraße 18","Stuttgart",,german_txt,
No Match,,"Toni Nails","Groner Straße 37","Göttingen",,german_txt,
No Match,,"Mica Nails","Steingasse 23","Mainz",,german_txt,
No Match,,"Mimi Nails","Hagsche Straße 12","Kleve",,german_txt,
No Match,,"Honey nail","Steinweg 19","Kirn",,german_txt,
No Match,,"Valentina Nagelstudio","Gasthausstraße 20","Kleve",,german_txt,
No Match,,"Nagelstudio","Löhrstraße 82","Koblenz",,german_txt,
No Match,,"","Bauhofstraße 1","Dinkelsbühl",,german_txt,
No Match,,"mit Hand und Fuß Nagelstudio","Bauhofstraße 1","Dinkelsbühl",,german_txt,
No Match,,"Ninh Nails","Grabenstraße 20","Rheinbach",,german_txt,
No Match,,"H-Chic Nails and Beauty","Krausnickstraße 12","Berlin",,german_txt,
No Match,,"Nail Room - Bionails","Hagener Allee 20-24","Ahrensburg",,german_txt,
No Match,,"M&M Nails","Schneiderstraße 7-9","Kaiserslautern",,german_txt,
No Match,,"Le Beauty Palace","Königstraße 39","Duisburg",,german_txt,
No Match,,"Beauty Bar","Europaallee 6","Norderstedt",,german_txt,
No Match,,"Miss Nails (Nagelstudio)","Kölner Straße 23","Leverkusen",,german_txt,
No Match,,"Misu Beauty Studio","Zwischen Beiden Sielen 11","Emden",,german_txt,
No Match,,"M&L Nails","Hofer Straße 9","Leipzig",,german_txt,
No Match,,"Modern Nails","Liguster 69","Leidschendam",,german_txt,
No Match,,"Amy Nails Nagelstudio","Poststraße 3","Blieskastel",,german_txt,
No Match,,"Keystone Europe B.V.","Batavenweg 7","BC Oss",,german_txt,
No Match,,"Nagelstudio Bad Nauheim","Hauptstraße 18","Bad Nauheim",,german_txt,
No Match,,"My Nails","Königstraße 39","Lübeck",,german_txt,
No Match,,"My Nails","Aschaffenburger Straße 42","Kahl am Main",,german_txt,
No Match,,"Modern Nail","Dreiköniggasse 17","Ulm",,german_txt,
No Match,,"My Nails My Nails","Seligenstädter Straße 7","Obertshausen",,german_txt,
No Match,,"Lotus Nails & Lashes","Salinenstraße 51","Bad Rothenfelde",,german_txt,
No Match,,"The Nails Shop","Bahnhofstraße 2","Kerpen",,german_txt,
No Match,,"Nagelstudio","Cottbus Straße 28","Forst (Lausitz)",,german_txt,
No Match,,"Nagelstudio","Industriestraße 9","Mülheim-Kärlich",,german_txt,
No Match,,"Nagelstudio (bitte zustellen!)","Marktstraße 94","Oberhausen",,german_txt,
No Match,,"Nagelstudio Star Nails","Geraer Ring 6","Mannheim",,german_txt,
No Match,,"(Nagelstudio) Haarenernagelstudio","Alt-Haarener Straße 65","Aachen",,german_txt,
No Match,,"(NAGELSTUDIO) Mai Huong (bitte zustellen) Nguyen","Marktplatz 14","Lichtenfels",,german_txt,
No Match,,"","Homberger Straße 13","Moers",,german_txt,
No Match,,"Nailish Nagelstudio","Gladbecker Straße 6","Bottrop",,german_txt,
No Match,,"Nails Bar","Wirtelstraße 34","Düren",,german_txt,
No Match,,"Nails Deluxe (Nagelstudio)","Ollenhauerstraße 6","München",,german_txt,
No Match,,"Na Le nagel studio","Poststraße 12","Böbligen",,german_txt,
No Match,,"Green Nail","Obermarkt 14","Wolfratshausen",,german_txt,
No Match,,"Nagelstudio","Hauptstraße 37","Waldshut-Tiengen",,german_txt,
No Match,,"Naturnails","Friedrichring 16","Freiburg im Breisgau",,german_txt,
No Match,,"Naturnails","Friedrichring 16-18","Freiburg",,german_txt,
No Match,,"New World Nagelstudio","Am Wehrhahn 22","Düsseldorf",,german_txt,
No Match,,"New York Nails (Arneken Galerie)","Arnekenstraße 18","Hildesheim",,german_txt,
No Match,,"NEWYORK Beauty & more","Theresienhöhe","Hürth",,german_txt,
No Match,,"Leo Team","Aschaffstraße 47","Aschaffenburg",,german_txt,
No Match,,"Kimmies Nails","Marienstraße 16","Übach-Palenberg",,german_txt,
No Match,,"Candy Nails & Eyelashes","Carrer de Jacint Verdaguer 31","Vic",,german_txt,
No Match,,"NAILS 68 (von 10Uhr)","Hämergasse 18-20","Köln",,german_txt,
No Match,,"Seven Nails","Siebenmorgen 45","Bergisch Gladbach",,german_txt,
No Match,,"Top nail vietnamita","Carrer del Comte Borrell 59","Barcelona",,german_txt,
No Match,,"Nagelstudio in kaufland (Star Nails)","Bahnhofstraße 7","Bad Segeberg",,german_txt,
No Match,,"Nagelstudio in kaufland","Bahnhofstraße 7","Bad Segeberg",,german_txt,
No Match,,"","Pfarrgasse 10","Steyr",,german_txt,
No Match,,"Mai Nail","Berliner Straße 26","Sindelfingen",,german_txt,
No Match,,"Emy Nails","Harksheider Straße 8","Hamburg",,german_txt,
No Match,,"Asia White Tiger","Provinzialstraße 79","Wadgassen",,german_txt,
No Match,,"Luxe Nail Beauty","Untere Stadtmühlgasse 9","Weißenburg in Bayern",,german_txt,
No Match,,"Huyen Nails &Lashes","Pichelsdorfer Straße 93","Berlin",,german_txt,
No Match,,"Linh‘s Nails","Kreuzstraße 17","München",,german_txt,
No Match,,"Ngoc Phuong (NAGELSTUDIO) Khuu (bitte zustellen!)","Herrnstrasse 6","Offenbach am Main",,german_txt,
No Match,,"C/o: The Nail Boutique","Eberstädter Straße 59","Pfungstadt",,german_txt,
No Match,,"Elybeauty Nails","Oppelner Straße 223","Nürnberg",,german_txt,
No Match,,"Tokyo Nails (Galerie du Centre)","Rue des Fripiers 17/58","Bruxelles",,german_txt,
No Match,,"Beauty and Nails","Marktstraße 64","Burgdorf",,german_txt,
No Match,,"Hotalo asia im Kaufland","Eberstädter Straße 200","Pfungstadt",,german_txt,
No Match,,"Pro Nails","Secklergasse 2","Ellwangen (Jagst)",,german_txt,
No Match,,"THN Nails","Uhlstraße 56","Brühl",,german_txt,
No Match,,"TN Nails & Lashes","Gutenbergstraße 9","Wörrstadt",,german_txt,
No Match,,"Kenny nails","Rheinallee 120","Mainz",,german_txt,
No Match,,"","Friedrichstraße 63","Balingen",,german_txt,
No Match,,"T.M Nails","Reschop Carré Platz 1","Hattingen",,german_txt,
No Match,,"Fun Nails in den Arcaden","Innere Plauensche Straße 14","Zwickau",,german_txt,
No Match,,"PN Beauty Nails","Hauptstraße 8","Haiger",,german_txt,
No Match,,"","Oslostraße 3","München",,german_txt,
No Match,,"KimSon Nails","Waller Heerstraße 103","Bremen",,german_txt,
No Match,,"","Wallgraben 43","Hamburg",,german_txt,
No Match,,"Linda Nail","Münzgasse 31","Bad Mergentheim",,german_txt,
No Match,,"USA Nails","Reichsstraße 23","Donauwörth",,german_txt,
No Match,,"VIP Nails","Steinweg 30","Mühlhausen/Thüringen",,german_txt,
No Match,,"Heyday Nails (in Altmarkt Galerie)","Webergasse 01","Dresden",,german_txt,
No Match,,"Nany nails & spa (im Center)","Turmstraße 25","Berlin",,german_txt,
No Match,,"","Hänselstraße 31","Berlin",,german_txt,
No Match,,"","Hospitalstraße 7","Pirna",,german_txt,
No Match,,"Queen Nails","Darmstädter Straße 29","Weiterstadt",,german_txt,
No Match,,"Deluxe Nails Duisburg","Hohe Straße 10","Duisburg",,german_txt,
No Match,,"","Torstraße 10","Rendsburg",,german_txt,
No Match,,"","Berger Straße 286","Frankfurt am Main",,german_txt,
No Match,,"Perfect nails","Wildauer Platz 7","Hückelhoven",,german_txt,
No Match,,"","Pulverturmstraße 30","München",,german_txt,
No Match,,"GT Nails Beauty","Gunnar-Wester-Straße 10","Schweinfurt",,german_txt,
No Match,,"New york nails","Babenhäuser Straße 23","Dietzenbach",,german_txt,
No Match,,"Le Nails Nagelstudio","Ekkehardstraße 5","Singen (Hohentwiel)",,german_txt,
No Match,,"Fashion Nails","Am Westerntor 9","Paderborn",,german_txt,
No Match,,"Nails-Beauty Time ( im Kaufland )","Vaalser Straße 242","Aachen",,german_txt,
No Match,,"Nail art company NAC","Am Dobben 73","Bremen",,german_txt,
No Match,,"Beauty World Nagelstudio","Posthalterweg 10","Oldenburg (Oldb.)",,german_txt,
No Match,,"Winny-Nails","Obere Vorstadt 11","Haßfurt",,german_txt,
No Match,,"Nail Art Company 2","Vor dem Steintor 80-82","Bremen",,german_txt,
No Match,,"Nail 26","Carrer de Vilamar 32","Calafell",,german_txt,
No Match,,"König Nails","Königstraße 108","Krefeld",,german_txt,
No Match,,"Nhi Nails","Havelser Straße 8","Garbsen",,german_txt,
No Match,,"Nhi Nails","Havelser Straße 8","Garbsen",,german_txt,
No Match,,"Nhi Nails&Beauty","Havelser Straße 8","Garbsen",,german_txt,
No Match,,"Glamour Nails-Beauty","Trierer Straße 720","Aachen",,german_txt,
No Match,,"Glamo Nails","Calle de la Manifestación 11","Zaragoza",,german_txt,
No Match,,"Golden Lotus Restaurant","Ostring 7","Wiesbaden",,german_txt,
No Match,,"","Mittelstraße 28","Laupheim",,german_txt,
No Match,,"NL Nails","Wredestraße 20","Ludwigshafen",,german_txt,
No Match,,"NN Beauty Lounge","Wormser Straße 109","Frankenthal (Pfalz)",,german_txt,
No Match,,"NN Beauty Lounge","Kämmererstraße 18","Worms",,german_txt,
No Match,,"","Bismarckstraße 38","Mönchengladbach",,german_txt,
No Match,,"friseursalon","Bismarckstraße 38","Mönchengladbach",,german_txt,
No Match,,"Ly Nails","Bremer Tor 1","Vechta",,german_txt,
No Match,,"One Nails","Neheimer Markt 2","Arnsberg",,german_txt,
No Match,,"One Nails","Neheimer Markt 2","Arnsberg",,german_txt,
No Match,,"G&T Nails and Beauty","Schäfflerstraße 1","Kelheim",,german_txt,
No Match,,"Tel 0626845845","Avenue de Paris 80","Villejuif",,german_txt,
No Match,,"Lynnail Studio","Untere Breite Straße 33","Ravensburg",,german_txt,
No Match,,"Kim Nails","Bohmter Straße 28","Osnabrück",,german_txt,
No Match,,"Toni Nails Nagelstudio","Burgstraße 4","Köln",,german_txt,
No Match,,"","Zu den Kleingärten 24","Kesselsdorf",,german_txt,
No Match,,"City Nails","Niedernstraße 46","Stadthagen",,german_txt,
No Match,,"Cali Nails & Beauty","Klosterstraße 1","Bad Oeynhausen",,german_txt,
No Match,,"My Nails","Sinzheimer Straße 8","Baden-Baden",,german_txt,
No Match,,"Nam nails","Myliusstraße 10","Ludwigsburg",,german_txt,
No Match,,"Hien Beauty","Speyerer Straße 34","Frankenthal (Pfalz)",,german_txt,
No Match,,"Kim Nails","Kölner Straße 68","Remscheid",,german_txt,
No Match,,"","Kölner Straße 68","Remscheid",,german_txt,
No Match,,"","Kölner Straße 68","Remscheid",,german_txt,
No Match,,"Blue Nails","Düsseldorfer Straße 7","Leverkusen",,german_txt,
No Match,,"HBNAILS","Bahnhofstraße 13","Mainz",,german_txt,
No Match,,"Nagelstudio","Hailerer Straße 2a","Gelnhausen",,german_txt,
No Match,,"The cure Nailstudio","Torstraße 49","Berlin",,german_txt,
No Match,,"","Bahnhofstraße 25","Schwalmstadt",,german_txt,
No Match,,"Ruby nails","Fronecke 11","Waiblingen",,german_txt,
No Match,,"Star Nails","Sternstraße 81","Bonn",,german_txt,
No Match,,"Angel Nails","Bergheimer Straße 489","Neuss",,german_txt,
No Match,,"TM Nail","Reschop Carré Platz 1","Hattingen",,german_txt,
No Match,,"Julias Beauty (im Kaufland)","Robert-Bosch-Straße 2","Homburg",,german_txt,
No Match,,"Friseur Hilzensauer","La-Baule-Platz 6","Homburg",,german_txt,
No Match,,"Hung's Nails","Lindenstraße 1A","Bernburg (Saale)",,german_txt,
No Match,,"","Brühlstraße 2","Singen (Hohentwiel)",,german_txt,
No Match,,"Dasies Nails","P4 9","Mannheim",,german_txt,
No Match,,"Nagel Studio","Moerser Straße 234","Duisburg",,german_txt,
No Match,,"Shining star beauty","Alte Bahnhofstraße 22","Bonn",,german_txt,
No Match,,"Beauty Bar","Torfstraße 10","Landstuhl",,german_txt,
No Match,,"Nhi Nails","Havelser Straße 8","Garbsen",,german_txt,
No Match,,"American Nails","Neue Amberger Straße 25","Grafenwöhr",,german_txt,
No Match,,"D&A Nails (im Marktkarree)","Solinger Straße 20","Langenfeld (Rheinland)",,german_txt,
No Match,,"Salon Nails im Kaufland","Reichenberger Straße 59","Augsburg",,german_txt,
No Match,,"New York Nails","Schwabenheimer Weg 5","Bad Kreuznach",,german_txt,
No Match,,"HT Beauty Nails","Wilhelmstraße 28","Bad Kreuznach",,german_txt,
No Match,,"Poppynails Poppynails","Heimbacher Gasse 12","Schwäbisch Hall",,german_txt,
No Match,,"Pretty Nails","Lebacher Straße 49","Saarbrücken",,german_txt,
No Match,,"City Nails","Oberstraße 66","Neuss",,german_txt,
No Match,,"Kingnails NAGELSTUDIO","Altstadt 70","Landshut",,german_txt,
No Match,,"King Nails","Altstadt 70","Landshut",,german_txt,
No Match,,"Nageldesign Rosa","Hubertusweg 17","Betzdorf",,german_txt,
No Match,,"Queen Land Nagelstudio","Marktpassage 2","Haan",,german_txt,
No Match,,"Queen Nails","Hagsche Straße 2","Cleves",,german_txt,
No Match,,"Queen Nails","Neustraße 9","Trier",,german_txt,
No Match,,"Queen Nails Nagelstudio (Gegenüber Mahlzeit)","Porscheplatz 2","Essen",,german_txt,
No Match,,"HV Nagelstudio","Am Fischbrunnen 2","Plochingen",,german_txt,
No Match,,"VENUS NAILS (im Kaufland Mosbach)","Pfalzgraf-Otto-Straße 50","Mosbach",,german_txt,
No Match,,"BEAUTY NAILS NAGELSTUDIO","Schloßstraße 2","Storkow (Mark)",,german_txt,
No Match,,"MK Beauty (Nagelstudio im Coens Galerie)","Kölner Straße 40","Grevenbroich",,german_txt,
No Match,,"VS nail","Tumringer Straße 215","Lörrach",,german_txt,
No Match,,"Ruf: 015237179665","Eduard-Kuhlo-Weg 4","Löhne",,german_txt,
No Match,,"My Nails","Wiesenstraße 12","Sankt Ingbert",,german_txt,
No Match,,"","Frankfurter Straße 93","Bad Vilbel",,german_txt,
No Match,,"Quynhnails","Hauptstraße 84","Zweibrücken",,german_txt,
No Match,,"Kyo Asian Xpress","Weißenburgstraße 7","Würzburg",,german_txt,
No Match,,"ROSE NAILS & BEAUTY","Friedrichsring 4","Mannheim",,german_txt,
No Match,,"Beauty Car im Rhein Center","Aachener Straße 1253","Köln",,german_txt,
No Match,,"Beauty Care im Rhein Center","Aachener Straße 1253","Köln",,german_txt,
No Match,,"Quynh Giang Doan (Nagelstudio)","Aachener Straße 1253","Köln",,german_txt,
No Match,,"89 Nails","Heinestraße 7","Neustadt an der Weinstraße",,german_txt,
No Match,,"Nagelstudio (Tel: 015229046551)","Heinestraße 7","Neustadt an der Weinstraße",,german_txt,
No Match,,"Robin Nails Luxury style","Breite Straße 4","Pößneck",,german_txt,
No Match,,"Rondell Nails","Ludwig-Jahn-Straße 34","Freudenstadt",,german_txt,
No Match,,"Royal Nails","Müscheder Weg 1","Warstein",,german_txt,
No Match,,"Ruby Nails Nagelstudio","Karlsruher Straße 8","Laatzen",,german_txt,
No Match,,"Ruby nails and beauty","Schwarzwaldstraße 38","Frankfurt am Main",,german_txt,
No Match,,"Ruby nails and beauty","Schwarzwaldstraße 38","Frankfurt am Main",,german_txt,
No Match,,"Saarland Nails","Stummstraße 12","Dillingen (Saar)",,german_txt,
No Match,,"SD NAILS SUPPLY ES, S.L.U","Carrer del Progrés 51","l'Hospitalet de Llobregat",,german_txt,
No Match,,"Beauty Nails (im globus)","Rathausstraße 53","Völklingen",,german_txt,
No Match,,"Gigi Vu Nagelstudio","Spitalhofstraße 51","Passau",,german_txt,
No Match,,"Stadt Kebab","Hauptstraße 45","Pfullendorf",,german_txt,
No Match,,"Star Ruby Nails & Spa","Von-Brug-Straße 12","Garmisch-Partenkirchen",,german_txt,
No Match,,"Studio70","Frankfurterstr 70","Köln",,german_txt,
No Match,,"Sunny Nails","Neumärker Straße 36","Helmstedt",,german_txt,
No Match,,"Maika Nails","Wormser Straße 23","Frankenthal (Pfalz)",,german_txt,
No Match,,"Super Nails Nagelstudio Thao","Lange Straße 44","Delmenhorst",,german_txt,
No Match,,"K171807 Maury","Allmendweg 4","Jestetten",,german_txt,
No Match,,"XO Nails","Carrer Progrés 40","l'Hospitalet de Llobregat",,german_txt,
No Match,,"Cherry Blossom Nagelstudio","Poststraße 24","Radolfzell am Bodensee",,german_txt,
No Match,,"","Waffenschmidtstraße 2","Köln",,german_txt,
No Match,,"Louis Nails","Hintere Bleiche 16","Mainz",,german_txt,
No Match,,"T and T nails","Bramfelder Chaussee 336","Hamburg",,german_txt,
No Match,,"U.S.Nails (U-Bahn Passage Laden 2.2)","Heinrich-Heine-Platz 1","Düsseldorf",,german_txt,
No Match,,"Thái City Nails","Fuldastraße 1-5","Baunatal",,german_txt,
No Match,,"Thai Sinh Nail","Heidestraße 18","Dessau-Roßlau",,german_txt,
No Match,,"","Heidestraße 18","Dessau-Roßlau",,german_txt,
No Match,,"Martins Nails","Tiberstraße 21","Dülmen",,german_txt,
No Match,,"Liberty Nails im Carree Center","Weender Straße 75","Göttingen",,german_txt,
No Match,,"","Huestraße 74","Essen",,german_txt,
No Match,,"Beauty Nails im kaufland","Berliner Platz 8","Bottrop",,german_txt,
No Match,,"","Hermann-Lange-Straße 46","Bremen",,german_txt,
No Match,,"Coco Nails","Lauffener Straße 6/1","Brackenheim",,german_txt,
No Match,,"New York Nails / im rewe","Hertingerstraße 15","Unna",,german_txt,
No Match,,"Beauty Salon im Hochrhein Center 2. OG","Kapuzinerstraße 2","Rheinfelden (Baden)",,german_txt,
No Match,,"","Hermann-Lange-Straße 46","Bremen",,german_txt,
No Match,,"JADE Nails & Beauty","Kasseler Straße 13","Fritzlar",,german_txt,
No Match,,"ZanZan Nails","Lange Straße 16","Lübbecke",,german_txt,
No Match,,"Hand Viet Nails","Hauptstraße 46","Lindenberg im Allgäu",,german_txt,
No Match,,"LongNails","Salzstraße 25-27","Freiburg im Breisgau",,german_txt,
No Match,,"Thani Nails","Kirchstraße 28","Baesweiler",,german_txt,
No Match,,"H&N Nails","Adlerstraße 4","Bad Soden am Taunus",,german_txt,
No Match,,"NAILSTHETIC","Duisburger Straße 40","Düsseldorf",,german_txt,
No Match,,"L.A Beauty Nails (Neben Postbank)","Paunsdorfer Allee 1","Leipzig",,german_txt,
No Match,,"Kimnails Stadt Galerie","Deutschhofstraße 19","Heilbronn",,german_txt,
No Match,,"Kimnails (Stadt Galerie)","Deutschhofstraße 19","Heilbronn",,german_txt,
No Match,,"My beauty palace (im Kaufland)","Rötelstraße 35","Neckarsulm",,german_txt,
No Match,,"Kimnails Stadt Galerie","Deutschhofstraße 19","Heilbronn",,german_txt,
No Match,,"QueenNails (Nagelstudio)","Hennengasse 1","Erding",,german_txt,
No Match,,"Queen Nails","Hennengasse 1","Erding",,german_txt,
No Match,,"Minh's Nagelstudio","Kleinmarschierstraße 35","Aachen",,german_txt,
No Match,,"Saigon Nails","Kirchstraße 01","Lörrach",,german_txt,
No Match,,"","Schwachhauser Heerstraße 275","Bremen",,german_txt,
No Match,,"Lovely Nails","Karl-Rudolf-Straße 176A","Düsseldorf",,german_txt,
No Match,,"Mi Nails","Rue de la Sinne 19","Mulhouse",,german_txt,
No Match,,"","Untere Wallstraße 5","Obernburg am Main",,german_txt,
No Match,,"Mimi Nails","Bregenzer Straße 49","Lindau (Bodensee)",,german_txt,
No Match,,"Que Restaurant (tel: 017641746868)","Grafenberger Allee 149","Düsseldorf",,german_txt,
No Match,,"New York Nails","Goldbacher Straße 11A","Aschaffenburg",,german_txt,
No Match,,"Friseur Papaarif","Tibarg 31","Hamburg",,german_txt,
No Match,,"Hollywood Nails","Schütt 5","Neustadt an der Weinstraße",,german_txt,
No Match,,"N-Nails","Saarstraße 59","Oberhausen",,german_txt,
No Match,,"Monkey Nails","Berliner Straße 9","Senden",,german_txt,
No Match,,"","Alte Poststraße 8","Troisdorf",,german_txt,
No Match,,"Beauty Nails (Im Kaufland)","Wilhelm-Becker-Straße 15","Pforzheim",,german_txt,
No Match,,"USA Nails","Hauptstraße 256","Weil am Rhein",,german_txt,
No Match,,"","Am Moorteich 4","Salzwedel",,german_txt,
No Match,,"NT-Nagelstudio","Tauchaer Straße 260","Leipzig",,german_txt,
No Match,,"Nails For You","Gökerstraße 86","Wilhelmshaven",,german_txt,
No Match,,"TD Nails Nagelstudio","Kiesstraße 8","Esslingen am Neckar",,german_txt,
No Match,,"Thynails-mobile","Lebacher Straße 52","Saarbrücken",,german_txt,
No Match,,"Queen Nails","Lorscher Straße 17","Frankfurt am Main",,german_txt,
No Match,,"Bymy Nails","Steinweg 66","Gifhorn",,german_txt,
No Match,,"Lia Spa","Morgenstraße 14","Unna",,german_txt,
No Match,,"Lesnails (im Saarbasa)","Breslauer Straße 1a","Saarbrücken",,german_txt,
No Match,,"AD Nagelstudio","Dillsteiner Straße 30-32","Pforzheim",,german_txt,
No Match,,"Nagelstudio (im Globus Zell)","Fliehburgstraße 4","Zell (Mosel)",,german_txt,
No Match,,"","Gabelsbergerstraße 1","Fürth",,german_txt,
No Match,,"Mylam Nagelstudio","Martinsgasse 8A","Ettlingen",,german_txt,
No Match,,"Luna Nails","Talstraße 34","Homburg",,german_txt,
No Match,,"","Wilhelm-Leuschner-Straße 22A","Worms",,german_txt,
No Match,,"","Auf der Heide 17","Bremerhaven",,german_txt,
No Match,,"Fashion Nail","Neue Straße 7","Varel",,german_txt,
No Match,,"Annails","Bahnhofstraße 4","Leinefelde-Worbis",,german_txt,
No Match,,"One Nails im Kaufland","Kalker Hauptstraße 108","Köln",,german_txt,
No Match,,"Minden nails","Bäcker Straße 5","Minden",,german_txt,
No Match,,"My Nail & Beauty","Hauptstraße 110","Viersen",,german_txt,
No Match,,"Happy Nails","Moselweißer Straße 117-119","Koblenz",,german_txt,
No Match,,"Engel Nails","Ravensburger Straße 13","Bad Waldsee",,german_txt,
No Match,,"USA Nails","Hauptstraße 4","Küssaberg",,german_txt,
No Match,,"Ruby Nails & Spa","Brückenstraße 17","Frankfurt am Main",,german_txt,
No Match,,"Nagelstudio","Marktplatz 9","Baunatal",,german_txt,
No Match,,"Nagelstudio Pour Madame","Wolfsschlucht 27","Kassel",,german_txt,
No Match,,"Rose Nails","Katharinenplatz 24","Mühldorf a. Inn",,german_txt,
No Match,,"HM Nails (Tel +49 172 5923805)","Hauptstraße 82","Maxdorf",,german_txt,
No Match,,"Hana Nails","Türlensteg 20","Schwäbisch Gmünd",,german_txt,
No Match,,"Lynn nail Studio (UG)","Limbecker Platz 1a","Essen",,german_txt,
No Match,,"Studio 9 Nail Boutique","Kirchstraße 27","Bad Segeberg",,german_txt,
No Match,,"Emma Nagelstudio","Max-Josefs-Platz 20","Rosenheim",,german_txt,
No Match,,"Beauty Nails (Nagelstudio) im EKS","Mackenrothweg 6","Dortmund",,german_txt,
No Match,,"Wonder Nails (Nagelstudio)","Gutenbergstraße 15","Krefeld",,german_txt,
No Match,,"New york nails (Kurfürstengalerie)","Kölnische Straße 6","Kassel",,german_txt,
No Match,,"Tina Nails","Lönsstraße 6","Castrop-Rauxel",,german_txt,
No Match,,"Pink Blink nagelstudio","Höfatsstraße 46","Augsburg",,german_txt,
No Match,,"Nagelstudio","Hauptstraße 39","Gottmadingen",,german_txt,
No Match,,"Tel: +491629571573","Stüdlestraße 53","Weil am Rhein",,german_txt,
No Match,,"Sky Nails Drehscheibe 1.OG","Kortumstraße 100","Bochum",,german_txt,
No Match,,"The Nail Loft - Einkaufszentrum 1UG","Schwabacher Straße 5","Fürth",,german_txt,
No Match,,"Golden Nails","Bahnhofstraße 35","Buchloe",,german_txt,
No Match,,"TH Nails","Burgeffstraße 6","Hochheim am Main",,german_txt,
No Match,,"Eternity Nails-Spa-Beauty","Fürstenrieder Straße 59","München",,german_txt,
No Match,,"Thani Nails","Weststraße 19","Herzogenrath",,german_txt,
No Match,,"Mia Nails Karlsruhe","Bürgerstraße 9F","Karlsruhe",,german_txt,
No Match,,"The Lab Nail Bar","Käfertaler Straße 197A","Mannheim",,german_txt,
No Match,,"Venus","Kaiserring 48","Mannheim",,german_txt,
No Match,,"Nagelstudio Van BEAUTY im Zentrum","Robert-Schuman-Straße 8a","Viernheim",,german_txt,
No Match,,"Tel: 01729526789","Madamenweg 55","Braunschweig",,german_txt,
No Match,,"Lena Nails","Philipp-Reis-Passage 6","Friedrichsdorf",,german_txt,
No Match,,"Yunail Beauty Studio","Am Berge 3","Lüneburg",,german_txt,
No Match,,"Lee Beauty &Service","Hornhäuserstr 91","Oschersleben (Bode)",,german_txt,
No Match,,"Beauty Nails","Dürener Straße 200","Köln",,german_txt,
No Match,,"Elisa Nails","Schlutuper Straße 1","Lübeck",,german_txt,
No Match,,"ModernNails (im Iller Center)","Berliner Straße 9","Senden",,german_txt,
No Match,,"Nany Nails & Spa (im Linden Center)","Prerower Platz 1","Berlin",,german_txt,
No Match,,"New York Nails","Kölner Straße 48","Grevenbroich",,german_txt,
No Match,,"Nagelstudio (im Kaufland)","Zweifaller Straße 68","Stolberg (Rheinland)",,german_txt,
No Match,,"","Bahnhofstraße 46A","Alsdorf",,german_txt,
No Match,,"PB Nails","Sankt-Stephans-Platz 14","Konstanz",,german_txt,
No Match,,"Nail Hartberg","Unterrohr 331","Rohr bei Hartberg",,german_txt,
No Match,,"Your Dream Nails (NAGELSTUDIO)","Wettbachstraße 20","Sindelfingen",,german_txt,
No Match,,"Nails 7","Kaßstraße 29","Emmerich am Rhein",,german_txt,
No Match,,"Nails & Beauty","Hohenzollernstraße 45","München",,german_txt,
No Match,,"","Kornsparvsgatan 9","Billesholm",,german_txt,
No Match,,"Kim Tien ASIA Imbiss am E-Center","Seegraben 5","Aschersleben",,german_txt,
No Match,,"Tel: 0466163723","Boulevard Maurice Lemonnier 26 BTE 10","Brussel",,german_txt,
No Match,,"Jessica Nails","Friedrichstädter Straße 51-53","Rendsburg",,german_txt,
No Match,,"PT Beauty","In der Mark 78","Kirchlengern",,german_txt,
No Match,,"Kim Nails","Kämmererstraße 49","Worms",,german_txt,
No Match,,"Anna Nails im Lahn Center","Biegenstraße 4","Marburg",,german_txt,
No Match,,"Cherry Nails","Delitzscher Straße 66","Leipzig",,german_txt,
No Match,,"Moon Nails (im Marktkauf Kohler)","Gundelfinger Straße 4","Freiburg im Breisgau",,german_txt,
No Match,,"Nagelstudio","Im Götzmann 4/2","Lahr/Schwarzwald",,german_txt,
No Match,,"A&E Nails","Bahnhofplatz 4G","Haar",,german_txt,
No Match,,"King Nails","Vanløse Torv 1","København",,german_txt,
No Match,,"Henry Nails","Kaiserstraße 13","Würselen",,german_txt,
No Match,,"Hanie Nails","Leipziger Straße 69","Frankfurt am Main",,german_txt,
No Match,,"Nagelstudio und Massage","Hauptstraße 104","Wiesloch",,german_txt,
No Match,,"Tel. 015560079420","Lange Straße 36","Salzkotten",,german_txt,
No Match,,"","Dossenheimer Weg 37","Schriesheim",,german_txt,
No Match,,"","Gärtnerweg 3","Herford",,german_txt,
No Match,,"C.O Asia","Pfarrstraße 8","Göppingen",,german_txt,
No Match,,"Color Nails Nagelstudio","Friedrich-Ebert-Straße 37A","Mülheim an der Ruhr",,german_txt,
No Match,,"Lucky Nails","Neunröhrenplatz 3","Wörrstadt",,german_txt,
No Match,,"Miss Nails Studio","Laarstraße 13","Iserlohn",,german_txt,
No Match,,"Beautyline Nagelstudio","Hauptstraße 21","Leinfelden-Echterdingen",,german_txt,
No Match,,"Red Nails Nagelstudio","Am Römischen Kaiser 10","Worms",,german_txt,
No Match,,"Red Nails Nagelstudio","Am Römischen Kaiser 10","Worms",,german_txt,
No Match,,"Beauty Bar","Torfstraße 10","Landstuhl",,german_txt,
